collection,request_name,method,path,raw_url
HPE Aruba Networking Central (Classic Central),Create/Update airgroup service policy by name at Global or group,PUT,/airgroup-config/v2/node_list/:node_type/:node_id/config/services/:name/,{{base_url}}/airgroup-config/v2/node_list/:node_type/:node_id/config/services/:name/
HPE Aruba Networking Central (Classic Central),Create airgroup service policy by name at Global or group,POST,/airgroup-config/v2/node_list/:node_type/:node_id/config/services/:name/,{{base_url}}/airgroup-config/v2/node_list/:node_type/:node_id/config/services/:name/
HPE Aruba Networking Central (Classic Central),Delete disallowed vlan for given service,DELETE,/airgroup-config/v2/node_list/:node_type/:node_id/config/services/:name/vlan_restrictions/disallowed_vlans/:vlan_or_range/,{{base_url}}/airgroup-config/v2/node_list/:node_type/:node_id/config/services/:name/vlan_restrictions/disallowed_vlans/:vlan_or_range/
HPE Aruba Networking Central (Classic Central),Retrieve all disallowed roles for given service,GET,/airgroup-config/v2/node_list/:node_type/:node_id/config/services/:name/role_restrictions/disallowed_roles/,{{base_url}}/airgroup-config/v2/node_list/:node_type/:node_id/config/services/:name/role_restrictions/disallowed_roles/
HPE Aruba Networking Central (Classic Central),Retrieve allowed role for given server,GET,/airgroup-config/v2/servers/servers_list/:mac_address/role_restrictions/allowed_roles/:role/,{{base_url}}/airgroup-config/v2/servers/servers_list/:mac_address/role_restrictions/allowed_roles/:role/
HPE Aruba Networking Central (Classic Central),Retrieve node_list by identifier node-type node-id,GET,/airgroup-config/v2/node_list/:node_type/:node_id/,{{base_url}}/airgroup-config/v2/node_list/:node_type/:node_id/
HPE Aruba Networking Central (Classic Central),Create entry for serial_number in visibility ap_list for given server,POST,/airgroup-config/v2/servers/servers_list/:mac_address/network_visibility/ap_list/:serial_number/,{{base_url}}/airgroup-config/v2/servers/servers_list/:mac_address/network_visibility/ap_list/:serial_number/
HPE Aruba Networking Central (Classic Central),Retrieve all allowed vlans for given service,GET,/airgroup-config/v2/node_list/:node_type/:node_id/config/services/:name/vlan_restrictions/allowed_vlans/,{{base_url}}/airgroup-config/v2/node_list/:node_type/:node_id/config/services/:name/vlan_restrictions/allowed_vlans/
HPE Aruba Networking Central (Classic Central),Create/Update allowed vlan for given service,PUT,/airgroup-config/v2/node_list/:node_type/:node_id/config/services/:name/vlan_restrictions/allowed_vlans/:vlan_or_range/,{{base_url}}/airgroup-config/v2/node_list/:node_type/:node_id/config/services/:name/vlan_restrictions/allowed_vlans/:vlan_or_range/
HPE Aruba Networking Central (Classic Central),Retrieve all allowed roles for given server,GET,/airgroup-config/v2/servers/servers_list/:mac_address/role_restrictions/allowed_roles/,{{base_url}}/airgroup-config/v2/servers/servers_list/:mac_address/role_restrictions/allowed_roles/
HPE Aruba Networking Central (Classic Central),Create/Update role restrictions for given airgroup server,PUT,/airgroup-config/v2/servers/servers_list/:mac_address/role_restrictions/,{{base_url}}/airgroup-config/v2/servers/servers_list/:mac_address/role_restrictions/
HPE Aruba Networking Central (Classic Central),Create/Update airgroup_status,PUT,/airgroup-config/v2/node_list/:node_type/:node_id/config/general_settings/airgroup_status/,{{base_url}}/airgroup-config/v2/node_list/:node_type/:node_id/config/general_settings/airgroup_status/
HPE Aruba Networking Central (Classic Central),Delete entry in admin user-ids for given user_id,DELETE,/airgroup-config/v2/common_config/personal_device_visibility/admin_user_ids/:user_id/,{{base_url}}/airgroup-config/v2/common_config/personal_device_visibility/admin_user_ids/:user_id/
HPE Aruba Networking Central (Classic Central),Retrieve vlan restriction for given service at Global or group,GET,/airgroup-config/v2/node_list/:node_type/:node_id/config/services/:name/vlan_restrictions/,{{base_url}}/airgroup-config/v2/node_list/:node_type/:node_id/config/services/:name/vlan_restrictions/
HPE Aruba Networking Central (Classic Central),Create network visibility config for given airgroup server,POST,/airgroup-config/v2/servers/servers_list/:mac_address/network_visibility/,{{base_url}}/airgroup-config/v2/servers/servers_list/:mac_address/network_visibility/
HPE Aruba Networking Central (Classic Central),Delete allowed vlan for given service,DELETE,/airgroup-config/v2/node_list/:node_type/:node_id/config/services/:name/vlan_restrictions/allowed_vlans/:vlan_or_range/,{{base_url}}/airgroup-config/v2/node_list/:node_type/:node_id/config/services/:name/vlan_restrictions/allowed_vlans/:vlan_or_range/
HPE Aruba Networking Central (Classic Central),Create service-id for given custom service,POST,/airgroup-config/v2/custom_services/:name/service_ids/:service_id/,{{base_url}}/airgroup-config/v2/custom_services/:name/service_ids/:service_id/
HPE Aruba Networking Central (Classic Central),Delete entry for serial_number in visibility ap_list for given server,DELETE,/airgroup-config/v2/servers/servers_list/:mac_address/network_visibility/ap_list/:serial_number/,{{base_url}}/airgroup-config/v2/servers/servers_list/:mac_address/network_visibility/ap_list/:serial_number/
HPE Aruba Networking Central (Classic Central),Retrieve Personal device visibility configuration,GET,/airgroup-config/v2/common_config/personal_device_visibility/,{{base_url}}/airgroup-config/v2/common_config/personal_device_visibility/
HPE Aruba Networking Central (Classic Central),Retrieve standard service for given name,GET,/airgroup-config/v2/common_config/standard_services/:name/,{{base_url}}/airgroup-config/v2/common_config/standard_services/:name/
HPE Aruba Networking Central (Classic Central),Retrieve airgroup_status,GET,/airgroup-config/v2/node_list/:node_type/:node_id/config/general_settings/airgroup_status/,{{base_url}}/airgroup-config/v2/node_list/:node_type/:node_id/config/general_settings/airgroup_status/
HPE Aruba Networking Central (Classic Central),Retrieve disallowed role for given service,GET,/airgroup-config/v2/node_list/:node_type/:node_id/config/services/:name/role_restrictions/disallowed_roles/:role/,{{base_url}}/airgroup-config/v2/node_list/:node_type/:node_id/config/services/:name/role_restrictions/disallowed_roles/:role/
HPE Aruba Networking Central (Classic Central),Retrieve role restrictions for given airgroup server,GET,/airgroup-config/v2/servers/servers_list/:mac_address/role_restrictions/,{{base_url}}/airgroup-config/v2/servers/servers_list/:mac_address/role_restrictions/
HPE Aruba Networking Central (Classic Central),Create airgroup_status,POST,/airgroup-config/v2/node_list/:node_type/:node_id/config/general_settings/airgroup_status/,{{base_url}}/airgroup-config/v2/node_list/:node_type/:node_id/config/general_settings/airgroup_status/
HPE Aruba Networking Central (Classic Central),Retrieve allowed role for given service,GET,/airgroup-config/v2/node_list/:node_type/:node_id/config/services/:name/role_restrictions/allowed_roles/:role/,{{base_url}}/airgroup-config/v2/node_list/:node_type/:node_id/config/services/:name/role_restrictions/allowed_roles/:role/
HPE Aruba Networking Central (Classic Central),Delete airgroup server config by mac_address,DELETE,/airgroup-config/v2/servers/servers_list/:mac_address/,{{base_url}}/airgroup-config/v2/servers/servers_list/:mac_address/
HPE Aruba Networking Central (Classic Central),Delete airgroup_status,DELETE,/airgroup-config/v2/node_list/:node_type/:node_id/config/general_settings/airgroup_status/,{{base_url}}/airgroup-config/v2/node_list/:node_type/:node_id/config/general_settings/airgroup_status/
HPE Aruba Networking Central (Classic Central),Delete complete Airgroup config for given Global or Group,DELETE,/airgroup-config/v2/node_list/:node_type/:node_id/config/,{{base_url}}/airgroup-config/v2/node_list/:node_type/:node_id/config/
HPE Aruba Networking Central (Classic Central),Create/Update disallowed role for given service,PUT,/airgroup-config/v2/node_list/:node_type/:node_id/config/services/:name/role_restrictions/disallowed_roles/:role/,{{base_url}}/airgroup-config/v2/node_list/:node_type/:node_id/config/services/:name/role_restrictions/disallowed_roles/:role/
HPE Aruba Networking Central (Classic Central),Retrieve airgroup server config by mac_address,GET,/airgroup-config/v2/servers/servers_list/:mac_address/,{{base_url}}/airgroup-config/v2/servers/servers_list/:mac_address/
HPE Aruba Networking Central (Classic Central),Retrieve all airgroup service policies at given Global or group,GET,/airgroup-config/v2/node_list/:node_type/:node_id/config/services/,{{base_url}}/airgroup-config/v2/node_list/:node_type/:node_id/config/services/
HPE Aruba Networking Central (Classic Central),Create/Update custom service for given name,PUT,/airgroup-config/v2/custom_services/:name/,{{base_url}}/airgroup-config/v2/custom_services/:name/
HPE Aruba Networking Central (Classic Central),Retrieve system,GET,/airmatch-config/v1/node_list/:node_type/:node_id/config/system/,{{base_url}}/airmatch-config/v1/node_list/:node_type/:node_id/config/system/
HPE Aruba Networking Central (Classic Central),Create/Update system,PUT,/airmatch-config/v1/node_list/:node_type/:node_id/config/system/,{{base_url}}/airmatch-config/v1/node_list/:node_type/:node_id/config/system/
HPE Aruba Networking Central (Classic Central),Create system,POST,/airmatch-config/v1/node_list/:node_type/:node_id/config/system/,{{base_url}}/airmatch-config/v1/node_list/:node_type/:node_id/config/system/
HPE Aruba Networking Central (Classic Central),Delete system,DELETE,/airmatch-config/v1/node_list/:node_type/:node_id/config/system/,{{base_url}}/airmatch-config/v1/node_list/:node_type/:node_id/config/system/
HPE Aruba Networking Central (Classic Central),Retrieve config,GET,/airmatch-config/v1/node_list/:node_type/:node_id/config/,{{base_url}}/airmatch-config/v1/node_list/:node_type/:node_id/config/
HPE Aruba Networking Central (Classic Central),Create/Update config,PUT,/airmatch-config/v1/node_list/:node_type/:node_id/config/,{{base_url}}/airmatch-config/v1/node_list/:node_type/:node_id/config/
HPE Aruba Networking Central (Classic Central),Create config,POST,/airmatch-config/v1/node_list/:node_type/:node_id/config/,{{base_url}}/airmatch-config/v1/node_list/:node_type/:node_id/config/
HPE Aruba Networking Central (Classic Central),Delete config,DELETE,/airmatch-config/v1/node_list/:node_type/:node_id/config/,{{base_url}}/airmatch-config/v1/node_list/:node_type/:node_id/config/
HPE Aruba Networking Central (Classic Central),Retrieve node_list by identifier node-type node-id,GET,/airmatch-config/v1/node_list/:node_type/:node_id/,{{base_url}}/airmatch-config/v1/node_list/:node_type/:node_id/
HPE Aruba Networking Central (Classic Central),Delete system,DELETE,/airmatch-config/v1/node_list/:node_type/:node_id/config/system/,{{base_url}}/airmatch-config/v1/node_list/:node_type/:node_id/config/system/
HPE Aruba Networking Central (Classic Central),Create config,POST,/airmatch-config/v1/node_list/:node_type/:node_id/config/,{{base_url}}/airmatch-config/v1/node_list/:node_type/:node_id/config/
HPE Aruba Networking Central (Classic Central),Retrieve node_list by identifier node-type node-id,GET,/airmatch-config/v1/node_list/:node_type/:node_id/,{{base_url}}/airmatch-config/v1/node_list/:node_type/:node_id/
HPE Aruba Networking Central (Classic Central),Create/Update config,PUT,/airmatch-config/v1/node_list/:node_type/:node_id/config/,{{base_url}}/airmatch-config/v1/node_list/:node_type/:node_id/config/
HPE Aruba Networking Central (Classic Central),Retrieve system,GET,/airmatch-config/v1/node_list/:node_type/:node_id/config/system/,{{base_url}}/airmatch-config/v1/node_list/:node_type/:node_id/config/system/
HPE Aruba Networking Central (Classic Central),Retrieve config,GET,/airmatch-config/v1/node_list/:node_type/:node_id/config/,{{base_url}}/airmatch-config/v1/node_list/:node_type/:node_id/config/
HPE Aruba Networking Central (Classic Central),Delete config,DELETE,/airmatch-config/v1/node_list/:node_type/:node_id/config/,{{base_url}}/airmatch-config/v1/node_list/:node_type/:node_id/config/
HPE Aruba Networking Central (Classic Central),Create system,POST,/airmatch-config/v1/node_list/:node_type/:node_id/config/system/,{{base_url}}/airmatch-config/v1/node_list/:node_type/:node_id/config/system/
HPE Aruba Networking Central (Classic Central),Create/Update system,PUT,/airmatch-config/v1/node_list/:node_type/:node_id/config/system/,{{base_url}}/airmatch-config/v1/node_list/:node_type/:node_id/config/system/
HPE Aruba Networking Central (Classic Central),Retrieve SIEM server notification configuration,GET,/ids-ips-config/v1/node_list/:node_type/:node_id/config/siem_notification/,{{base_url}}/ids-ips-config/v1/node_list/:node_type/:node_id/config/siem_notification/
HPE Aruba Networking Central (Classic Central),Create/Update SIEM server notification configuration,PUT,/ids-ips-config/v1/node_list/:node_type/:node_id/config/siem_notification/,{{base_url}}/ids-ips-config/v1/node_list/:node_type/:node_id/config/siem_notification/
HPE Aruba Networking Central (Classic Central),Create SIEM server notification configuration,POST,/ids-ips-config/v1/node_list/:node_type/:node_id/config/siem_notification/,{{base_url}}/ids-ips-config/v1/node_list/:node_type/:node_id/config/siem_notification/
HPE Aruba Networking Central (Classic Central),Delete SIEM server notification configuration,DELETE,/ids-ips-config/v1/node_list/:node_type/:node_id/config/siem_notification/,{{base_url}}/ids-ips-config/v1/node_list/:node_type/:node_id/config/siem_notification/
HPE Aruba Networking Central (Classic Central),Retrieve SIEM server config for given siem_server_name,GET,/ids-ips-config/v1/node_list/:node_type/:node_id/config/siem_servers_list/:siem_server_name/,{{base_url}}/ids-ips-config/v1/node_list/:node_type/:node_id/config/siem_servers_list/:siem_server_name/
HPE Aruba Networking Central (Classic Central),Create/Update SIEM server config for given siem_server_name,PUT,/ids-ips-config/v1/node_list/:node_type/:node_id/config/siem_servers_list/:siem_server_name/,{{base_url}}/ids-ips-config/v1/node_list/:node_type/:node_id/config/siem_servers_list/:siem_server_name/
HPE Aruba Networking Central (Classic Central),Create SIEM server config for given siem_server_name,POST,/ids-ips-config/v1/node_list/:node_type/:node_id/config/siem_servers_list/:siem_server_name/,{{base_url}}/ids-ips-config/v1/node_list/:node_type/:node_id/config/siem_servers_list/:siem_server_name/
HPE Aruba Networking Central (Classic Central),Delete SIEM server config for given siem_server_name,DELETE,/ids-ips-config/v1/node_list/:node_type/:node_id/config/siem_servers_list/:siem_server_name/,{{base_url}}/ids-ips-config/v1/node_list/:node_type/:node_id/config/siem_servers_list/:siem_server_name/
HPE Aruba Networking Central (Classic Central),Retrieve config for all SIEM servers,GET,/ids-ips-config/v1/node_list/:node_type/:node_id/config/siem_servers_list/,{{base_url}}/ids-ips-config/v1/node_list/:node_type/:node_id/config/siem_servers_list/
HPE Aruba Networking Central (Classic Central),Retrieve complete config for IDS/IPS,GET,/ids-ips-config/v1/node_list/:node_type/:node_id/config/,{{base_url}}/ids-ips-config/v1/node_list/:node_type/:node_id/config/
HPE Aruba Networking Central (Classic Central),Create/Update complete config for IDS/IPS,PUT,/ids-ips-config/v1/node_list/:node_type/:node_id/config/,{{base_url}}/ids-ips-config/v1/node_list/:node_type/:node_id/config/
HPE Aruba Networking Central (Classic Central),Create complete config for IDS/IPS,POST,/ids-ips-config/v1/node_list/:node_type/:node_id/config/,{{base_url}}/ids-ips-config/v1/node_list/:node_type/:node_id/config/
HPE Aruba Networking Central (Classic Central),Delete complete config for IDS/IPS,DELETE,/ids-ips-config/v1/node_list/:node_type/:node_id/config/,{{base_url}}/ids-ips-config/v1/node_list/:node_type/:node_id/config/
HPE Aruba Networking Central (Classic Central),Retrieve node_list by identifier node-type node-id,GET,/ids-ips-config/v1/node_list/:node_type/:node_id/,{{base_url}}/ids-ips-config/v1/node_list/:node_type/:node_id/
HPE Aruba Networking Central (Classic Central),Create SIEM server config for given siem_server_name,POST,/ids-ips-config/v1/node_list/:node_type/:node_id/config/siem_servers_list/:siem_server_name/,{{base_url}}/ids-ips-config/v1/node_list/:node_type/:node_id/config/siem_servers_list/:siem_server_name/
HPE Aruba Networking Central (Classic Central),Retrieve node_list by identifier node-type node-id,GET,/ids-ips-config/v1/node_list/:node_type/:node_id/,{{base_url}}/ids-ips-config/v1/node_list/:node_type/:node_id/
HPE Aruba Networking Central (Classic Central),Create/Update SIEM server config for given siem_server_name,PUT,/ids-ips-config/v1/node_list/:node_type/:node_id/config/siem_servers_list/:siem_server_name/,{{base_url}}/ids-ips-config/v1/node_list/:node_type/:node_id/config/siem_servers_list/:siem_server_name/
HPE Aruba Networking Central (Classic Central),Create/Update complete config for IDS/IPS,PUT,/ids-ips-config/v1/node_list/:node_type/:node_id/config/,{{base_url}}/ids-ips-config/v1/node_list/:node_type/:node_id/config/
HPE Aruba Networking Central (Classic Central),Delete complete config for IDS/IPS,DELETE,/ids-ips-config/v1/node_list/:node_type/:node_id/config/,{{base_url}}/ids-ips-config/v1/node_list/:node_type/:node_id/config/
HPE Aruba Networking Central (Classic Central),Retrieve complete config for IDS/IPS,GET,/ids-ips-config/v1/node_list/:node_type/:node_id/config/,{{base_url}}/ids-ips-config/v1/node_list/:node_type/:node_id/config/
HPE Aruba Networking Central (Classic Central),Retrieve SIEM server notification configuration,GET,/ids-ips-config/v1/node_list/:node_type/:node_id/config/siem_notification/,{{base_url}}/ids-ips-config/v1/node_list/:node_type/:node_id/config/siem_notification/
HPE Aruba Networking Central (Classic Central),Delete SIEM server config for given siem_server_name,DELETE,/ids-ips-config/v1/node_list/:node_type/:node_id/config/siem_servers_list/:siem_server_name/,{{base_url}}/ids-ips-config/v1/node_list/:node_type/:node_id/config/siem_servers_list/:siem_server_name/
HPE Aruba Networking Central (Classic Central),Delete SIEM server notification configuration,DELETE,/ids-ips-config/v1/node_list/:node_type/:node_id/config/siem_notification/,{{base_url}}/ids-ips-config/v1/node_list/:node_type/:node_id/config/siem_notification/
HPE Aruba Networking Central (Classic Central),Create/Update SIEM server notification configuration,PUT,/ids-ips-config/v1/node_list/:node_type/:node_id/config/siem_notification/,{{base_url}}/ids-ips-config/v1/node_list/:node_type/:node_id/config/siem_notification/
HPE Aruba Networking Central (Classic Central),Retrieve SIEM server config for given siem_server_name,GET,/ids-ips-config/v1/node_list/:node_type/:node_id/config/siem_servers_list/:siem_server_name/,{{base_url}}/ids-ips-config/v1/node_list/:node_type/:node_id/config/siem_servers_list/:siem_server_name/
HPE Aruba Networking Central (Classic Central),Retrieve config for all SIEM servers,GET,/ids-ips-config/v1/node_list/:node_type/:node_id/config/siem_servers_list/,{{base_url}}/ids-ips-config/v1/node_list/:node_type/:node_id/config/siem_servers_list/
HPE Aruba Networking Central (Classic Central),Create SIEM server notification configuration,POST,/ids-ips-config/v1/node_list/:node_type/:node_id/config/siem_notification/,{{base_url}}/ids-ips-config/v1/node_list/:node_type/:node_id/config/siem_notification/
HPE Aruba Networking Central (Classic Central),Create complete config for IDS/IPS,POST,/ids-ips-config/v1/node_list/:node_type/:node_id/config/,{{base_url}}/ids-ips-config/v1/node_list/:node_type/:node_id/config/
HPE Aruba Networking Central (Classic Central),Retrieve IP range by range_id for given address pool_name,GET,/ipms-config/v1/node_list/:node_type/:node_id/config/address_pool/:pool_name/ip_range/:range_id/,{{base_url}}/ipms-config/v1/node_list/:node_type/:node_id/config/address_pool/:pool_name/ip_range/:range_id/
HPE Aruba Networking Central (Classic Central),Create/Update IP range by range_id for given address pool_name,PUT,/ipms-config/v1/node_list/:node_type/:node_id/config/address_pool/:pool_name/ip_range/:range_id/,{{base_url}}/ipms-config/v1/node_list/:node_type/:node_id/config/address_pool/:pool_name/ip_range/:range_id/
HPE Aruba Networking Central (Classic Central),Create IP range by range_id for given address pool_name,POST,/ipms-config/v1/node_list/:node_type/:node_id/config/address_pool/:pool_name/ip_range/:range_id/,{{base_url}}/ipms-config/v1/node_list/:node_type/:node_id/config/address_pool/:pool_name/ip_range/:range_id/
HPE Aruba Networking Central (Classic Central),Retrieve all IP ranges for given address pool_name,GET,/ipms-config/v1/node_list/:node_type/:node_id/config/address_pool/:pool_name/ip_range/,{{base_url}}/ipms-config/v1/node_list/:node_type/:node_id/config/address_pool/:pool_name/ip_range/
HPE Aruba Networking Central (Classic Central),Retrieve IP address pool for given pool_name,GET,/ipms-config/v1/node_list/:node_type/:node_id/config/address_pool/:pool_name/,{{base_url}}/ipms-config/v1/node_list/:node_type/:node_id/config/address_pool/:pool_name/
HPE Aruba Networking Central (Classic Central),Create/Update IP address pool for given pool_name,PUT,/ipms-config/v1/node_list/:node_type/:node_id/config/address_pool/:pool_name/,{{base_url}}/ipms-config/v1/node_list/:node_type/:node_id/config/address_pool/:pool_name/?oldKey=<string>
HPE Aruba Networking Central (Classic Central),Create IP address pool for given pool_name,POST,/ipms-config/v1/node_list/:node_type/:node_id/config/address_pool/:pool_name/,{{base_url}}/ipms-config/v1/node_list/:node_type/:node_id/config/address_pool/:pool_name/?oldKey=<string>
HPE Aruba Networking Central (Classic Central),Delete IP address pool for given pool_name,DELETE,/ipms-config/v1/node_list/:node_type/:node_id/config/address_pool/:pool_name/,{{base_url}}/ipms-config/v1/node_list/:node_type/:node_id/config/address_pool/:pool_name/
HPE Aruba Networking Central (Classic Central),Retrieve all IP address pools,GET,/ipms-config/v1/node_list/:node_type/:node_id/config/address_pool/,{{base_url}}/ipms-config/v1/node_list/:node_type/:node_id/config/address_pool/
HPE Aruba Networking Central (Classic Central),Retrieve complete IPMS config,GET,/ipms-config/v1/node_list/:node_type/:node_id/config/,{{base_url}}/ipms-config/v1/node_list/:node_type/:node_id/config/
HPE Aruba Networking Central (Classic Central),Retrieve node_list by identifier node-type node-id,GET,/ipms-config/v1/node_list/:node_type/:node_id/,{{base_url}}/ipms-config/v1/node_list/:node_type/:node_id/
HPE Aruba Networking Central (Classic Central),Create IP address pool for given pool_name,POST,/ipms-config/v1/node_list/:node_type/:node_id/config/address_pool/:pool_name/,{{base_url}}/ipms-config/v1/node_list/:node_type/:node_id/config/address_pool/:pool_name/?oldKey=<string>
HPE Aruba Networking Central (Classic Central),Retrieve IP address pool for given pool_name,GET,/ipms-config/v1/node_list/:node_type/:node_id/config/address_pool/:pool_name/,{{base_url}}/ipms-config/v1/node_list/:node_type/:node_id/config/address_pool/:pool_name/
HPE Aruba Networking Central (Classic Central),Retrieve all IP ranges for given address pool_name,GET,/ipms-config/v1/node_list/:node_type/:node_id/config/address_pool/:pool_name/ip_range/,{{base_url}}/ipms-config/v1/node_list/:node_type/:node_id/config/address_pool/:pool_name/ip_range/
HPE Aruba Networking Central (Classic Central),Create/Update IP address pool for given pool_name,PUT,/ipms-config/v1/node_list/:node_type/:node_id/config/address_pool/:pool_name/,{{base_url}}/ipms-config/v1/node_list/:node_type/:node_id/config/address_pool/:pool_name/?oldKey=<string>
HPE Aruba Networking Central (Classic Central),Retrieve complete IPMS config,GET,/ipms-config/v1/node_list/:node_type/:node_id/config/,{{base_url}}/ipms-config/v1/node_list/:node_type/:node_id/config/
HPE Aruba Networking Central (Classic Central),Create IP range by range_id for given address pool_name,POST,/ipms-config/v1/node_list/:node_type/:node_id/config/address_pool/:pool_name/ip_range/:range_id/,{{base_url}}/ipms-config/v1/node_list/:node_type/:node_id/config/address_pool/:pool_name/ip_range/:range_id/
HPE Aruba Networking Central (Classic Central),Retrieve node_list by identifier node-type node-id,GET,/ipms-config/v1/node_list/:node_type/:node_id/,{{base_url}}/ipms-config/v1/node_list/:node_type/:node_id/
HPE Aruba Networking Central (Classic Central),Delete IP address pool for given pool_name,DELETE,/ipms-config/v1/node_list/:node_type/:node_id/config/address_pool/:pool_name/,{{base_url}}/ipms-config/v1/node_list/:node_type/:node_id/config/address_pool/:pool_name/
HPE Aruba Networking Central (Classic Central),Create/Update IP range by range_id for given address pool_name,PUT,/ipms-config/v1/node_list/:node_type/:node_id/config/address_pool/:pool_name/ip_range/:range_id/,{{base_url}}/ipms-config/v1/node_list/:node_type/:node_id/config/address_pool/:pool_name/ip_range/:range_id/
HPE Aruba Networking Central (Classic Central),Retrieve IP range by range_id for given address pool_name,GET,/ipms-config/v1/node_list/:node_type/:node_id/config/address_pool/:pool_name/ip_range/:range_id/,{{base_url}}/ipms-config/v1/node_list/:node_type/:node_id/config/address_pool/:pool_name/ip_range/:range_id/
HPE Aruba Networking Central (Classic Central),Retrieve all IP address pools,GET,/ipms-config/v1/node_list/:node_type/:node_id/config/address_pool/,{{base_url}}/ipms-config/v1/node_list/:node_type/:node_id/config/address_pool/
HPE Aruba Networking Central (Classic Central),Retrieve Cluster mapping by redundancy-type and group-name for given profile and type,GET,/overlay-wlan-config/v2/node_list/:node_type/:node_id/config/ssid_cluster/:profile/:profile_type/gw_cluster_list/:cluster_redundancy_type/:cluster_group_name/,{{base_url}}/overlay-wlan-config/v2/node_list/:node_type/:node_id/config/ssid_cluster/:profile/:profile_type/gw_cluster_list/:cluster_redundancy_type/:cluster_group_name/
HPE Aruba Networking Central (Classic Central),Create/Update Cluster mapping by redundancy-type and group-name for given profile and type,PUT,/overlay-wlan-config/v2/node_list/:node_type/:node_id/config/ssid_cluster/:profile/:profile_type/gw_cluster_list/:cluster_redundancy_type/:cluster_group_name/,{{base_url}}/overlay-wlan-config/v2/node_list/:node_type/:node_id/config/ssid_cluster/:profile/:profile_type/gw_cluster_list/:cluster_redundancy_type/:cluster_group_name/
HPE Aruba Networking Central (Classic Central),Create Cluster mapping by redundancy-type and group-name for given profile and type,POST,/overlay-wlan-config/v2/node_list/:node_type/:node_id/config/ssid_cluster/:profile/:profile_type/gw_cluster_list/:cluster_redundancy_type/:cluster_group_name/,{{base_url}}/overlay-wlan-config/v2/node_list/:node_type/:node_id/config/ssid_cluster/:profile/:profile_type/gw_cluster_list/:cluster_redundancy_type/:cluster_group_name/
HPE Aruba Networking Central (Classic Central),Delete Cluster mapping by redundancy-type and group-name for given profile and type,DELETE,/overlay-wlan-config/v2/node_list/:node_type/:node_id/config/ssid_cluster/:profile/:profile_type/gw_cluster_list/:cluster_redundancy_type/:cluster_group_name/,{{base_url}}/overlay-wlan-config/v2/node_list/:node_type/:node_id/config/ssid_cluster/:profile/:profile_type/gw_cluster_list/:cluster_redundancy_type/:cluster_group_name/
HPE Aruba Networking Central (Classic Central),Retrieve all Cluster mappings for given profile and type,GET,/overlay-wlan-config/v2/node_list/:node_type/:node_id/config/ssid_cluster/:profile/:profile_type/gw_cluster_list/,{{base_url}}/overlay-wlan-config/v2/node_list/:node_type/:node_id/config/ssid_cluster/:profile/:profile_type/gw_cluster_list/
HPE Aruba Networking Central (Classic Central),Retrieve Cluster mapping for given profile and profile_type,GET,/overlay-wlan-config/v2/node_list/:node_type/:node_id/config/ssid_cluster/:profile/:profile_type/,{{base_url}}/overlay-wlan-config/v2/node_list/:node_type/:node_id/config/ssid_cluster/:profile/:profile_type/
HPE Aruba Networking Central (Classic Central),Create/Update Cluster mapping for given profile and profile_type,PUT,/overlay-wlan-config/v2/node_list/:node_type/:node_id/config/ssid_cluster/:profile/:profile_type/,{{base_url}}/overlay-wlan-config/v2/node_list/:node_type/:node_id/config/ssid_cluster/:profile/:profile_type/
HPE Aruba Networking Central (Classic Central),Create Cluster mapping for given profile and profile_type,POST,/overlay-wlan-config/v2/node_list/:node_type/:node_id/config/ssid_cluster/:profile/:profile_type/,{{base_url}}/overlay-wlan-config/v2/node_list/:node_type/:node_id/config/ssid_cluster/:profile/:profile_type/
HPE Aruba Networking Central (Classic Central),Delete Cluster mapping for given profile and profile_type,DELETE,/overlay-wlan-config/v2/node_list/:node_type/:node_id/config/ssid_cluster/:profile/:profile_type/,{{base_url}}/overlay-wlan-config/v2/node_list/:node_type/:node_id/config/ssid_cluster/:profile/:profile_type/
HPE Aruba Networking Central (Classic Central),Retrieve all Profile to Cluster mappings for given group,GET,/overlay-wlan-config/v2/node_list/:node_type/:node_id/config/ssid_cluster/,{{base_url}}/overlay-wlan-config/v2/node_list/:node_type/:node_id/config/ssid_cluster/
HPE Aruba Networking Central (Classic Central),Retrieve Complete Overlay-wlan config for given group,GET,/overlay-wlan-config/v2/node_list/:node_type/:node_id/config/,{{base_url}}/overlay-wlan-config/v2/node_list/:node_type/:node_id/config/
HPE Aruba Networking Central (Classic Central),Create/Update Complete Overlay-wlan config for given group,PUT,/overlay-wlan-config/v2/node_list/:node_type/:node_id/config/,{{base_url}}/overlay-wlan-config/v2/node_list/:node_type/:node_id/config/
HPE Aruba Networking Central (Classic Central),Create Complete Overlay-wlan config for given group,POST,/overlay-wlan-config/v2/node_list/:node_type/:node_id/config/,{{base_url}}/overlay-wlan-config/v2/node_list/:node_type/:node_id/config/
HPE Aruba Networking Central (Classic Central),Delete Complete Overlay-wlan config for given group,DELETE,/overlay-wlan-config/v2/node_list/:node_type/:node_id/config/,{{base_url}}/overlay-wlan-config/v2/node_list/:node_type/:node_id/config/
HPE Aruba Networking Central (Classic Central),Retrieve node_list by identifier node-type node-id,GET,/overlay-wlan-config/v2/node_list/:node_type/:node_id/,{{base_url}}/overlay-wlan-config/v2/node_list/:node_type/:node_id/
